Team,Country,R_word_count,R_char_count,R_word_density,R_punc_count,Job Description - Cleaned,C_word_count,C_char_count,C_word_density,C_punc_count,Business Development & Support,Customer Service,Data Science & Analytics,Design & User Experience,Engineering,Finance,Finance & Legal,IT Services,Leadership,Legal & Public Affairs,Marketing & Communications,People,Product,Security & Infrastructure,Score,Score_median,Score_max,Category
People,Netherlands,702,4264,0.16459554513481828,88,senior technical specialist people system reporting booking.com world accommodation site 3rd large global e-commerce player mission empower people experience world spearhead headquarters amsterdam employee many nationality develop business 200 country worldwide scale incredible speed currently embark next chapter experience loyalty message home apartment actively recruiting next generation experienced professional role sits within people system area senior technical specialist people system reporting provide global support work various business coe gather requirement implement solution workday report dashboard responsibility role sits within people system area senior technical specialist people system global support work various business coe gather requirement implement solution workday report dashboard workday prism become workday reporting expert deep knowledge report dashboard prism embed analytics worksheet future report specific functionality manage project planning estimation technical team responsible project delivery global project collaborate tech solution team application team technical team understand complex analytics use case able help customer identify issue provide workarounds communicate internal team quickly resolve underlie issue end end ownership project complex enhancement deliver team make sure negative business compliance impact develop report employee data analysis decision-making statistical data analysis reporting require coach mentor junior system specialist technical specialist generate comprehensive data report analytical solution support internal partner workday explore research build new feature prototype business demo configure schedule maintain custom report dashboard deliver end user develop maintain simple complex report include matrix composite report utilize workday report writer report designer partner project related people analytics help shape new hr reporting framework roadmap act liaison people coe people analytics payroll operation people operation people system stakeholder collaborate align regional global configuration technical application team apac noram region partner stakeholder service finance procurement wfm third-party vendor address report requirement manage system errors/bugs enhancement request include support ticket resolution enhancement tracker creation prioritization update participate workday reporting tool development leverage active member workday community post brainstorm join user group collaborate forum etc document maintain workday report technical design report dashboard end end ownership provide solution risk assessment check sox impact people system control qualification strong technical background bachelor degree computer science information system similar minimum 5-8 year workday reporting experience minimum 2-3 year workday prism experience advanced proficiency workday hcm report write workday prism advanced workday report writer worksheet calculate field proficiency must strong analytical skill proven ability collect organize analyze reporting requirement visualize requirement use workday prism analytics platform similar analytics platform require good hands-on experience type workday custom report advanced composite matrix nbox search trend transpose expert extract external data prism create base data set greenhouse eightfold servicenow sap hr learn system expert prism pipeline development data preparation workday prism analytics strong ability understand business requirement user need translate operational requirement ability consult stakeholder identify metric interpretation need deliverable prior experience data governance audit create standard documentation strong knowledge business process configuration security good workday functional knowledge talent performance core hcm compensation good verbal write communication skill,476,3395,0.14016489988221437,8,13,3,8,9,5,11,9,8,4,3,5,10,7,4,99,7.5,13,Specialist
Design & User Experience,United Kingdom,615,3384,0.18168389955686853,64,ux designer partnership company long ago book trip see eiffel tower stroll new york iconic madison avenue feel sand toe copacabana beach simply matter tap smartphone fact booking.com make easy everyone experience world world might feel little farther away right busy prepare world ready travel across office worldwide continue innovate solve complex challenge travel technology plan excite development lie ahead strategic long-term investment believe future travel opening new career opportunity strong impact mission united belief human desire explore planet beauty discover people culture endure world wait together ready booking.com core value think customer first succeed together learn forever right thing partnership commit endeavour provide book car service business want offer car hire user facilitate numerous product provide range api access embed application fully customise white label area come complexity craft experience fit want need partner user also allow internal account service manager interface offering enable seamless delivery would responsible understand need constraint user business technical implementation apply craft create practical solution achieve team business goal work directly product team within partnership define execute design detail make product service useful usable desirable holistic transparent accessible mean produce innovative comprehensively-detailed design order drive execution ensure idea clearly understood others collaboration test documentation ensure design guideline best practice apply work product engineering ensure content accurately portrayed key responsibility effectively utilises variety research data well understand design user need inform design decision validate hypothesis document insight seek timely feedback critique fuel improve design solution strategy proactively seek collaboration co-design opportunity order provide holistic user experience show willingness iterate define refine solution creates high-quality design asset solution team track improve overarch user experience usability accessibility product act consistently advocate end user need perspective product area discussion review critique demonstrates apply understand book 's brand standard design system principle guideline applies work knowledge prototyping tool prototyping environment execute solution within scope team communicates effectively candidly collaboratively constructively team objective met rapport trust establish knowledge/skills strong interpersonal skill strong work ethic self-directed resourceful experience work within share design ecosystem experience work within product base team structure coordinate need multiple stakeholder user solution orient result driven usage figma similar design tool,353,2410,0.14641227706345913,9,9,4,6,9,6,1,1,8,9,1,2,3,10,3,72,5.0,10,UX
Leadership,Netherlands,1263,7296,0.17308482938193778,135,establish 1996 amsterdam booking.com grown small dutch start-up third large e-commerce company world booking.com large business within book holding nasdaq bkng account vast majority book holding total revenue book holding lead fortune 500 e-commerce conglomerate market cap approximately 80 billion mission make easy everyone experience world booking.com invests digital technology help take friction travel booking.com connects traveller world large selection incredible place stay include everything apartment vacation home family-run 5-star luxury resort even tree house booking.com website mobile apps available 40 language offer +28 million total report listing cover +140k destination +200 country worldwide business give customer right travel experience right time experience world part accommodation business selection organization focus source right supply make right selection guest strive create two-sided marketplace make easy every customer book right room make modification need provide product feature partner guest provider local partner service along core supply service partner web mobile apps thrive active partner base example partner mobile app close million active property contributes significant portion business partner service tool enables go-to-market local partner service team across world connectivity apis core service cornerstone marketplace support connect ecosystem product tech commercial solution thereby enable accommodation partner set success booking.com deliver great guest experience role deliver product guest partner play integral part lead technology strategy least follow aspect service inclusive product feature support partner service go-to-market strategy data service apis provide partner feature functionality customer enable two side marketplace make easy every customer book right room make modification need aspect supply management advice across mobile app web product aspect internal tool support local partner service hire best brightest professional empower innovate need senior leadership experience drive capability deliver delightful customer experience demonstrable experience understand internal customer help deliver value partner senior leadership experience drive b2c platform capability experience marry business partner customer need demonstrable experience lead b2c platform understand api ecosystem interoperability b2b b2c platform b. responsible people function leadership lead inspire motivate engineering function lead example define success look like give ownership provide clarity necessary line manage senior manager well top technical talent principal communicate strategy compelling manner multiple team relevant stakeholder foster inclusion hold self others accountable drive people centric initiative enable workforce diversity partner outside business unit lead shape people agenda across booking.com create learn environment coach maintain two-way feedback help people extract share personal learning support team constantly adapt foster engineering culture innovate work team celebrate success build world class team nurture attract retain tech talent around world empower team best work booking.com curious learn iterate shape culture technology craft delivery leadership lead influence delivery within function include department goal partner function business unit deliver strategic agenda maintain focus end goal minimise risk remove roadblock strategic agenda ensure clear effective communication level proactively keep stakeholder inform happen upcoming change project issue risk foster mastery engineering craftsmanship across booking.com include shape way work technology-wide topic help lead grow department embed agile way work value within organisation identify problem significantly improve change adapt exist method technique draw personal experience feedback drive devops culture technology architecture product strategy shape define build new service process operational plan alignment commercial financial need business lead take ownership shape technology strategic objective roadmaps strategic thought partner influence stakeholder across accommodation broader business set align strategic direction function make decision complex ambiguous situation guide others decision make recognize challenge assumption introduce relevant data multiple perspective ensure book architecture principle engineering practice adhere direction alignment product anticipate need change base context set renew course action engage team achieve goal strive make impact clear understandable drive innovation function architecture across function b.skilled 8+ year tech leadership experience demonstrate success building shape lead cross functional engineering function business unit scale 50+ people industry experience fast move innovative global technology company experience operating large internet scale application distribute system span multiple language platform front back end service network public cloud platform deep understand technology proven track record design building platform scale highly familiar topology environment system proven ability contribute system design architecture problem solve conversation ability get deep technical detail need able provide technical direction team drive tech strategy make build buy decision prioritise etc great collaboration technology topic successful candidate able spar counterpart organisation include senior architect fellow demonstrable experience work agile environment importantly agile culture ethos demonstrable experience set lead influence engineering business strategy medium long-term experience manage coach team senior tech leader include building grow team independent pragmatic proactive work attitude well verse engineering craftsmanship building devops culture humble human excellent communication skill strong commercial acumen b.offered position open candidate worldwide hire provide visa relocation assistance technology core business ensure give best deal possible employee get living work amsterdam one cosmopolitan city europe contribute high scale complex world renowned product see real time impact work work fast pace performance driven culture career advancement via online on-the-job training hackathons conference active community participation competitive compensation benefit package great add perk work home city booking.com,813,5584,0.14556848701880035,33,15,5,5,7,9,5,7,10,15,2,8,11,13,5,117,7.5,15,Other
People,China,499,3056,0.16323192672554793,71,senior talent sourcer booking.com mission make easy everyone experience world world might feel little farther away right busy prepare world ready travel strategic long-term investment believe future travel opening career opportunity strong impact mission senior sourcer manage highly-complex source process strategy business-critical search exclusively leadership level drive partnership recruiter hire team advocate complex experimentation implementation new tool source channel specialist source solely rely single go-to platform ability think extremely creatively influence sometimes request add resource senior level talent acquisition team senior business leader key responsibility act outbound source expert functional area business understand functional hire need position specification priority need department business report trend propose solution identify issue act talent advisor use talent competitive intelligence funnel metric inform search strategy build trust relationship recruiter hire manager design drive innovative program engage passive candidate event conference meet-ups new source tool partnership brand source campaign work research recruitment marketing team define design implement strategic outbound source program strategy variety business critical role include understand mapping talent competitive landscape capture maintain accurate market candidate information crm knowledge management system facilitate search process overarch talent intelligence initiative source engage screen passive active talent exist role future recruiting need phone interview candidate hard soft skill interest level salary range availability relocation need compatibility booking.com value prioritize building diverse team every step recruiting process ensure top-of-funnel effort interview provide candidate background equal unbiased consideration opportunity effectively communicate booking.com value evolution date influence passive talent work recruiting team member variety recruiting initiative program referral drive interview training recruiting marketing initiative advocate new tool process initiative keep booking.com forefront source innovation ideal experience 5+ year strategic highly-complex in-house source experience within large technology business agency experience also consider experience online offline recruiting technique experience market mapping engage senior-level candidate experience drive partnership hire team recruiter include senior management experience develop talent market insight data influence leadership cross-functional team decision demonstrate track record building work relationship leader cross-functional partner,320,2351,0.1360544217687075,17,6,2,7,5,2,2,3,4,7,0,6,9,4,2,59,4.0,9,Other
People,China,689,4058,0.16974624291697463,78,booking.com mission make easy everyone experience world world might feel little farther away right busy prepare world ready travel strategic long-term investment believe future travel opening career opportunity strong impact mission lead recruiter role responsible execute talent acquisition strategy deliver hire result function within technology accommodation business unit passionate customer candidate advocate proven analytical capability multitasking skill extreme attention detail ability effectively prioritise multi-task lead recruiter also self-starter operational recruiting experience passion recruiting high level flexibility commitment ability tackle ambiguity collaborate ta manager senior member business function hr colleague ensure quality quantity timely communication task responsibility self-sufficient able work little direct supervision strong track record solve complex problem deliver significant impact senior lead recruiter meeting deadline act talent advisor identify appropriate stakeholder hire need provide outstanding guidance hire manager interview team shape talent need best match need booking.com external talent gather market data landscape hire manager support influence hire strategy decision make inform market trend recruiting practice act brand ambassador build talent network activates knowledgeable industry source develop generate ongoing pool candidate diverse mix source delivers promise recruit diverse candidate pipeline slate proactive achieve hire target effective selection process us data create measure scale smart recruiting tactic manages hire process first class candidate experience end-to-end support coordinator sourcers applicable work closely business hr colleague throughout search process provide consistent communication incredible service executes labor legislation require change ensure compliance manages pre- closing candidate hire manager follow global guideline ensure consistency alignment ta product tool service initiative provide feedback suggestion input ta manager/team lead improve recruitment process organisation effectiveness adoption continually develops domain knowledge business function handle multiple problem simultaneously high judgment ideal experience profile 8+ year progressive recruiting experience china agency inhouse experience high volume recruitment well specialist search strong analytical skill ability leverage data support business case pursues creative solution ability create measure scale right workflow candidate hire manager recruiting team ensure result strong track record solve complex problem design creative strategy deliver significant impact senior/executive recruiter proven ability work well pressure capable adapt respond change able multitask experienced negotiator ability pre close deal strong stakeholder management demonstrate ability partner key stakeholder execution recruiting initiative partner influence senior leadership self-confident capable building proactive meaningful relationship throughout global organisation strong work ethic self-directed resourceful work independently motivate drive enthusiasm demonstrate ability work well team strong organisational skill ability manage complex operational process demonstrates personal accountability integrity creative ability think outside box collaborative focus team spirit knowledge share understand value work one team inquisitive strong desire learn new thing improve exist process thoughtful think strategically stay top tactical execution anticipates roadblock proactively creates solution ensure success,435,3156,0.13778904022806462,14,10,4,4,6,3,4,3,4,6,2,4,11,6,0,67,4.0,11,Lead
Business Development & Support,Russia,614,3442,0.17833284925936682,91,company long ago book trip see eiffel tower stroll new york iconic madison avenue feel sand toe copacabana beach simply matter tap smartphone fact booking.com make easy everyone experience world world might feel little farther away right busy prepare world ready travel across office worldwide continue innovate solve complex challenge travel technology plan excite development lie ahead strategic long-term investment believe future travel opening new career opportunity strong impact mission united belief human desire explore planet beauty discover people culture endure world wait together ready currently look russian language specialist global content agency within booking.com language specialist responsible localize manage language version booking.com product website apps support material etc communication material tv commercial press release etc variety client throughout business besides passionate language localization language specialist strong commercial understand need maintain continuously improve quality product role take action accordingly order provide customer product high standard quality full-time position base moscow office part application process ask complete online language test russian passing assessment prerequisite move next stage process please make sure take time complete please also check spam folder sometimes automate email end provide accurate attractive creative translation english russian website/app copy well promotional communication material appeal russian market maintain manage quality russian version booking.com include conduct website/app check maintain language-specific resource glossary style guide assess quality external internal linguist translation work provide relative party consistent feedback provide custom language service request central solution team department provide localize marketing content language-based research data collection analysis design optimize effectiveness website service offer russian customer partner follow quality guidelines/manual time track process ensure kpis met bring native level spoken write russian accompany excellent knowledge english experience translate and/or write attractive localize content russian market flexibility accuracy efficiency experience work deadline prioritization skill strong analytical skill ability multitask strong customer focus strong computer skill include familiarity computer-assisted translation tool experience mt post-editing would plus proactive initiative taker work independently collaboration team experience within e-travel and/or hotel/travel industry would plus return provide dynamic work environment culture open innovative performance orient internal training various possibility personal development fast grow company please submit application include cv cover letter english language,353,2481,0.14222401289282838,17,9,7,2,8,2,2,4,5,6,1,6,5,6,2,65,5.0,9,Specialist
Engineering,Netherlands,1003,5471,0.18329678362573099,151,senior io developer flight london amsterdam booking.com data drive decision technology core innovation everywhere company datasets line code a/b test thrill first night new place excitement next morning friend make journey take sight see food sample product partner people empower everyone experience world flight mission purpose flight business one cornerstone connect trip ought offer best convenient flight every customer start trip buying flight complement exist journey flight best inventory available competitive price power site solves pain point book flight today ideal candidate excellent eye detail pragmatic approach absolute commitment make sure feature well implement bug free make decision base experiment test excite take data-led approach development believe also passionate advocate user look work agile collaborative environment would like hear flight apps team flight apps team customer-facing team flight track focus deliver best possible experience user want book flight apps platform focus part flight customer journey apps search-to-book process everything post-booking experience constantly look way improve app address customer pain point research data use info deliver new innovative feature via a/b test work closely team flight track deliver feature consistent across platform apps web ensure keep deliver feature address specific app user need senior io developer flight apps senior io developer flight apps key part development process make sure implement feature idea end product part team full-ownership everything flight apps work multidisciplinary team app developer backend developer copywriter ux designer work develop maintain io app frontend ensure flight product experience deliver io user key part role make sure follow best practice design guideline work closely io app developer full-stack backend developer ensure necessary requirement api implement deliver key io app feature look driven senior io developer enjoy solve problem initiate solution discussion believe challenge scale right mindset tool strong understand io ecosystem important role responsibility involve development new feature flight io product ensure utmost high quality booking.com app production monitoring crash firefighting incident solve complex bug etc lead incident investigation necessary lead coach developer team maintain modernize core library booking.com app network a/b test local storage etc. ensure flight io product new feature always kept up-to-date late technology standard department guideline ensure service-level-agreements test coverage quality met implement test process perform profile find bottleneck optimize performance ensure performance metric set monitor app health able connect business product goal complex technical task solve issue prioritize base customer impact collaborate app developer backend developer product owner quality specialist constantly improve customer experience within app platform contribute booking.com 's growth interview on-boarding recruitment effort requirement 5+ year experience develop native io application swift objective-c. excellent knowledge swift cocoa xcode experience work building io application swiftui combine must role good understand best practice test test framework available io project knowledge object orient concept strong passion software development self-motivated explore new technology application environment excellent attention detail self-starter highly motivate team-player fully comfortable work english write spoken bonus point experience flight industry airline ota experience apple approval distribution process ad hoc enterprise distribution built approve store app experience a/b test passionate open source contribute afraid solve deep technical challenge whole new level huge scale intrinsic curiosity technological innovation always top late trend b.offered contribute high scale complex world renowned product see real-time impact work million traveller worldwide work fast-paced performance driven culture opportunity utilize technical expertise leadership capability entrepreneurial spirit promote drive impactful innovative engineering solution technical behavioural interpersonal competence advancement via on-the-job opportunity experimental project hackathons conference active community participation competitive compensation benefit package great add perk position open worldwide candidate case relocation assist generous relocation package ensure smooth transition work living amsterdam london,589,3922,0.150140198827428,33,9,2,3,10,7,0,4,9,10,1,2,5,10,5,77,5.0,10,Developer
Business Development & Support,Germany,630,3456,0.1822389354932022,82,company long ago book trip see eiffel tower stroll new york iconic madison avenue feel sand toe copacabana beach simply matter tap smartphone fact booking.com make easy everyone experience world world might feel little farther away right busy prepare world ready travel across office worldwide continue innovate solve complex challenge travel technology plan excite development lie ahead strategic long-term investment believe future travel opening new career opportunity strong impact mission united belief human desire explore planet beauty discover people culture endure world wait together ready enjoy take ownership responsible internal business portfolio thrive building strong relationship inspire partner new product service answer yes might take next account manager booking.com bv company behind booking.com™ world lead online hotel reservation service look people support business fast-growing hotel market booking.com gmbh one support company germany seek full time account manager base munich b.responsible support booking.com bv responsible inform consult accommodation partner regard business performance market opportunity industry trend empower partner use system tool available product booking.com bv goal optimize performance platform create amaze experience booking.com customer b.capable communicate effectively clearly express idea information others flex style accord specific situation audience manage market excel evaluate local market characteristic trend driver effectively prioritize manage performance portfolio account business value identify articulate partner need capable create value partner identify clarify prioritize partner need formulate position solution enjoy create win-win value partner match need relevant offering present compelling way gain commitment capability move partner conversation forward lead conversation successful outcome represent booking.com exhibit professional behavior act role model booking.com value interaction partner self-awareness manage develop capability achieve business goal make difference interact partner recognize emotion oneself others use information guide think behavior b.skilled year experience relevant account management function fluent english german affinity experience within e-commerce and/or travel industry pro-active sense responsibility work independently accurate strong analytical skill eye detail team player self-motivated flexible open change positive attitude hotel school university background prefer driver license availability travel 50 b.offered performance-based company offer career advancement competitive compensation include bonus also offer call book deal competitive benefit employee enjoy hybrid home-to-office work environment flexible work hour please submit cv cover letter english,353,2442,0.14449447400736798,24,10,4,2,4,2,2,5,4,6,2,3,8,3,2,57,3.5,10,Accounts
Engineering,Netherlands,691,3906,0.17686204248784235,114,booking.com data drive decision technology core innovation everywhere company datasets line code a/b test thrill first night new place excitement next morning friend make journey take sight see food sample product partner people empower everyone experience world 1.6 million room night book every day accommodation represent large share business date responsible accommodation growth clear ownership marketing product supply related accommodation mission deliver best customer experience varied selection property b.responsible junior software developer book responsible development performance scale public website well internal system work cross functional team learn team others also ability make individual impact build product address need partner customer optimise exist product contribute modernisation effort transition service-oriented architecture applicable collaborate top notch senior engineer learn best practice assign buddy help navigate high-paced business environment important aspect job include rapidly develop next-generation scalable flexible high-performance system solve issue site internal system prioritise base customer impact act intermediary problem technical non-technical audience test run thousand experiment one time built one advanced a/b test platform industry product developed perl expand tech stack move towards soa architecture cloud tech stack backend include perl java kafka kubernetes cassandra mysql perl effective come rapid prototyping product development team lot necessary know perl start use language influence future language b.skilled look motivate junior developer enjoy solve problem could benefit booking.com customer initiate solution discussion believe challenge scale right mindset tool found people match follow requirement one thrive 1- year software development experience use one server side program language preferably perl java python scala c++ etc demonstrable experience mysql postgresql similar relational database bachelor mathematics software engineering computer science equivalent prefer excellent communication write spoken fluent english previous experience distribute system advantage experience work product impact large customer base advantage b.offered role open candidate worldwide provide assistance family applicable generous relocation package ensure smooth transition work living amsterdam one cosmopolitan city europe contribute high scale complex world renowned product see real-time impact work million traveller worldwide work fast-paced performance driven culture opportunity grow technical expertise capability entrepreneurial spirit promote help drive impactful innovative engineering solution technical behavioural interpersonal competence advancement via on-the-job opportunity experimental project hackathons conference active community participation competitive compensation benefit package great add perk work home city booking.com booking.com proud equal opportunity workplace affirmative action employer qualify applicant receive consideration employment without regard race colour religion gender gender identity expression sexual orientation national origin genetics disability age veteran status strive move well beyond traditional equal opportunity work create environment allows everyone thrive,408,2886,0.14132317284378249,22,8,4,6,7,12,1,4,8,9,1,3,4,8,12,87,6.5,12,Developer
Business Development & Support,Germany,522,2778,0.18783735156531126,54,please note role base one follow office location munich hamburg frankfurt dusseldorf berlin depend candidate availability location company long ago book trip see eiffel tower stroll new york iconic madison avenue feel sand toe copacabana beach simply matter tap smartphone fact booking.com make easy everyone experience world world might feel little farther away right busy prepare world ready travel across office worldwide continue innovate solve complex challenge travel technology plan excite development lie ahead strategic long-term investment believe future travel opening new career opportunity strong impact mission united belief human desire explore planet beauty discover people culture endure world wait together ready enjoy take ownership responsible internal business portfolio thrive building strong relationship phone help booking.com partner grow business provide analysis growth opportunity new product service answer yes might take next account executive one amaze office germany pro-active communication partner region telephone internal message assist development booking.com business responsible portfolio partner first point contact answer question follow need responsible maintain stable relationship accommodation partner knowledgeable booking.com product benefit usage explain partner identify opportunity partner help improve booking.com business help identify new potential partner lead pas far follow responsible efficiently resolve customer service escalation related manage portfolio support individual team project organize participate workshop webinars partner bring strong engage communication skill solution orient result driven ability influence partner phone implement suggestion strong work ethic self-directed flexible capable work independently part team ability prioritize workload effective time management eye accuracy ability analytical business fluent english german c1 level return provide performance-based company competitive salary bonus hybrid home-to-office work environment flexible work hour great platform learn development opportunity work brightest mind planet please submit cv motivation letter english,275,1885,0.14581124072110285,11,9,5,3,5,3,2,4,5,5,1,3,6,6,1,58,4.5,9,Accounts
Business Development & Support,Russia,545,2901,0.18780151619572708,58,company long ago book trip see eiffel tower stroll new york iconic madison avenue feel sand toe copacabana beach simply matter tap smartphone fact booking.com make easy everyone experience world world might feel little farther away right busy prepare world ready travel across office worldwide continue innovate solve complex challenge travel technology plan excite development lie ahead strategic long-term investment believe future travel opening new career opportunity strong impact mission united belief human desire explore planet beauty discover people culture endure world wait together ready enjoy take ownership responsible internal business portfolio thrive building strong relationship phone help booking.com partner grow business provide analysis growth opportunity new product service answer yes might take next account executive booking.com office sochi pro-active communication partner region telephone internal message assist development booking.com business responsible portfolio partner first point contact answer question follow need responsible maintain stable relationship accommodation partner i.e frequent performance call contact ensure offer booking.com customer best availability competitive pricing knowledgeable booking.com product benefit usage explain partner identify opportunity partner help improve booking.com business use internal segmentation prioritize help identify new potential partner lead pas lead far follow responsible take customer service escalation relate manage portfolio solve efficient manner business partner customer support organization event workshop webinars partner also expect attend participate partner event manage portfolio bring strong engage communication skill solution orient result driven ability influence partner phone implement suggestion strong work ethic self-directed resourceful proactive flexible capable work independently well work team ability prioritize workload efficiently manage time eye accuracy ability analytical language english russian write verbal return provide performance-based company bonus booking.com benefit great platform learn development opportunity work brightest mind planet permanent full time contract booking.com please submit cv motivation letter english,285,1972,0.14445007602635582,14,8,6,2,5,3,1,4,5,4,1,2,5,4,1,51,4.0,8,Accounts
Engineering,Netherlands,796,4545,0.17509898812142544,130,booking.com data drive decision technology core innovation everywhere company datasets line code a/b test thrill first night new place excitement next morning friend make journey take sight see food sample product partner people empower everyone experience world engineering manager mobile app core component team critical core component use app developer booking.com guest app include translation library a/b experimentation library upgrade app new sdks operating system also work long-term project architectural redesign rewrite share logic use app developer achieve work closely io android developer team leverage support developer large internal community b.responsible engineering manager responsible development performance scale mobile apps internal system work independently also responsible make technical decision within team also responsible performance personal growth managerial responsibility relate engineer scope team important aspect job include manage performance engineer team grow coach engineer work close relationship product manager team keep delivery team track rapidly develop next-generation scalable flexible high-performance system solve issue mobile apps website internal system prioritize base customer impact act intermediary problem technical non-technical audience a/b test thousand experiment run time interact evaluate customer need come ideal solution assess different language io swift architecture risk contribute growth booking.com interview on-boarding recruitment effort b.skilled look driven engineering manager enjoy grow others solve organization challenge scale role also hands-on cod also look people love solve problem initiate solution discussion believe challenge scale right mindset tool found people match follow requirement one fit best 3+ year experience manage engineer via lead tech team 5+ year experience developer use objective-c swift least 2-3 year experience must work io application development use io sdk knowledge objective-c swift cocoa xcode knowledge object orient concept strong passion software development experience work share codebases several stakeholder preferably university degree mathematics software engineering fully comfortable work english write spoken bonus point experience apple approval distribution process ad hoc enterprise distribution built approve store app experience work a/b test b. offer living work amsterdam one cosmopolitan city europe contribute high scale complex world renowned product see real-time impact work million traveller worldwide work fast-paced performance driven culture opportunity utilize technical expertise leadership capability entrepreneurial spirit promote drive impactful innovative engineering solution technical behavioural interpersonal competence advancement via on-the-job opportunity experimental project hackathons conference active community participation headquarters locate one vibrant city europe amsterdam full relocation support family case move amsterdam one cosmopolitan city europe fine-tuned process successfully relocate 300+ technology professional amsterdam last year alone performance-based company offer 29 vacation day career advancement lucrative compensation include bonus stock potential discount booking.com accommodation book deal include perk benefit company-sponsored family social activity help employee become integrate dutch culture diverse unique colleague every corner world booking.com proud equal opportunity workplace affirmative action employer qualify applicant receive consideration employment without regard race colour religion gender gender identity expression sexual orientation national origin genetics disability age veteran status strive move well beyond traditional equal opportunity work create environment allows everyone thrive,478,3322,0.14384592235931387,31,7,2,2,9,7,1,5,8,10,1,3,8,8,5,76,6.0,10,Engineer
Data Science & Analytics,China,372,2204,0.16870748299319727,48,position summary work autonomously data scientist business stakeholder proactively suggests way achieve team objective actively participates analytics business and/or product team activity standup planning meeting retrospective expect networking within outside department lead support data initiative reporting business intelligence think future need prepares work within team reporting analyst data scientist project base business team cross departmental company project base work expect delivers actionable analysis report help prioritise accord roi delivers data-infrastructure line reporting requirement business need provide training learn new business dynamic tool data expect get significant deep knowledge operational tactical strategic working department main focus business technical opportunity expect participate recruitment activity analyst role b. responsible communication collaborate involves others build commitment data analytics support productivity enthusiasm without lose eye high quality data actionable data insight proactively manages stakeholder across organization level share information right medium right time offer feedback others strength development area open receive feedback others strength development area improve way work stay calm face challenge stressful situation craft prioritizes task user story balance short- long-term roi take full ownership data quality user story understands effectively practice accord hypothesis test build cycle able collect interpret translate data support business decision approach impediment pragmatic way able identify user need fluent english mandarin understands problem thoroughly ideate solution conceptual creative abstract think fiercely consumer focus commercial awareness clearly explains understands impact analysis data insight kpis wider business think beyond know method achieve goal able build business case support business model understand rest business within department wider booking.com context work,249,1741,0.14293915040183697,6,7,2,7,6,5,4,3,6,4,1,5,4,5,3,62,4.5,7,Data Analyst
Product,Netherlands,1026,5616,0.18265978280220757,148,booking.com data drive decision technology core innovation everywhere company datasets line code a/b test thrill first night new place excitement next morning friend make journey take sight see food sample product partner people make easy everyone experience world segment business unit mission accelerate booking.com growth innovate differentiate partner customer offer deviate core hotel business home apartment global hotel chain family long stay everything segment product manager expect highly driven autonomous professional lead team collaborate several vertical across business drive clear vision strategy execution segment either optimize part journey ignite brand new segment flywheel segment product manager work strong team product leader grow business segment explore new high growth potential one home apartment want make easy customer find right home match guest-needs quality entire place perfect also want provide pricing tool guidance home partner help price attractively grow business chain want source well price rate value chain partner improve offering customer grow business well become easy channel discover compare book chain property brand family want make booking.com prefer ota choice family best price offer family well improve accommodation recommendation customer find best fit easily possible long stay want extend booking.com 's value proposition support longer stay 60+ day hence goal expand offering become prefer platform long term stay new bold dare restless might new segment launch ready challenge want help grow travel segment make booking.com prefer travel platform choice partner customer ready drive adoption growth segment ready help partner differentiate listing help guest find select compare right property easy straightforward way ready shape landscape traveller experience world join beautiful amsterdam new segment product manager b.responsible voice one segment drive force behind product innovation in-depth product understand new feature development take full end end responsibility product include hand work thoroughly test feature launch develop long-term product vision inspire team colleague achieve vision share message effectively drive execution high-impact strategic project segment organization identify opportunity establish strategy roadmap make vision reality work closely key stakeholder understand user need data identify gap offering develop product requirement excellent communicator able influence collaborate stakeholder level across various role within booking.com use data make inform decision team work next analyze implement result define key business product success metric track improve upon drive product team clear plan deliver towards track 's objective b.skilled humble driven lead drive result 5+ year proven experience product management excellent stakeholder management skill past experience manage large amount stakeholder ability see big picture without lose sight product detail excellent communication skill able communicate effectively strategic vision specific detail various stakeholder leadership individual team member able write clear concise product requirement status update product result strong analytical skill able interpret data trend diagnose problem recommend effective action plan resolve issue strong problem-solving skill demonstrate ability structure issue analyze alternative solution strong teamwork collaboration skill essential ability work closely technical talent continually raise bar quality functionality scalability able balance product tech deliverable b.offered living work amsterdam one cosmopolitan city europe full relocation support family case move contribute high scale complex world renowned product see real time impact work million traveler worldwide work fast pace performance driven culture opportunity utilize technical expertise leadership capability entrepreneurial spirit promote drive impactful innovative engineering solution technical behavioral interpersonal competence advancement via on-the-job opportunity experimental project hackathons conference active community participation performance-based company offer 29 vacation day career advancement lucrative compensation include bonus stock potential discount booking.com accommodation book deal include perk benefit competitive compensation benefit package great add perk work home city booking.com booking.com proud equal opportunity workplace affirmative action employer qualify applicant receive consideration employment without regard race colour religion gender gender identity expression sexual orientation national origin genetics disability age veteran status strive move well beyond traditional equal opportunity work create environment allows everyone thrive,618,4141,0.14920328343795267,25,10,2,5,7,5,1,3,8,8,1,5,8,11,2,76,5.0,11,Manager
